P_Ankle_Flex_Ext,NP_Ankle_Flex_Ext,P_Ankle_Abd_Add,NP_Ankle_Abd_Add,P_Knee_Flex_Ext,NP_Knee_Flex_Ext
94.2969848262592,105.287592346363,2.41032231328082,15.5078821474901,19.3713444576438,14.3804696366721
93.9518686648037,105.880649734871,2.23173310993927,15.678102335093,19.756386089472,15.6188700619465
93.6378291418872,106.428874247331,2.17242302750082,15.8481642694306,20.1738512892514,16.9457484678052
93.3748068705808,106.889607907278,2.29274498809231,16.0154438751723,20.6276417213195,18.3920885036976
93.187927952769,107.219900153573,2.624051393707,16.1773835649491,21.1231166311369,19.9895844067769
93.1011431011837,107.380038698309,3.16057696161717,16.3305819050785,21.6619579983176,21.7663254593527
93.1296349197175,107.336058312253,3.86132319377612,16.4703856865967,22.2358797959763,23.7430894180927
93.2742067827192,107.061048783122,4.66037143708377,16.5916406554075,22.8232383210591,25.9304598779969
93.520169985447,106.536531629689,5.48085298759359,16.6895627584416,23.3910787451671,28.3269821919466
93.8412823750533,105.75406906223,6.24891235119442,16.76042942004,23.9014699182788,30.9183418871246
94.2068152377929,104.717162798887,6.90552856431575,16.8029176329196,24.319262888346,33.6779324184333
94.5889710342291,103.444410845451,7.41401306549874,16.819673533353,24.6191626495528,36.5690023556635
94.9683802007735,101.973074846436,7.76223731706885,16.8180978671239,24.7905537013429,39.5480418263463
95.3360809091886,100.360633352358,7.96130630557114,16.8098043919742,24.8390094879384,42.5680777447302
95.6916667803186,98.6837761736919,8.04173183870684,16.8084498006141,24.7840939477653,45.5799522900367
96.0394134847136,97.0348540444478,8.04631571208277,16.826283335691,24.6540952486288,48.5321473706825
96.3846587485657,95.513894983994,8.0205059369056,16.8705537112884,24.4799375992332,51.3711705072102
96.7313667210135,94.2153873219518,8.00280681782178,16.9410774228312,24.2904428762822,54.0423263830605
97.0814110593758,93.2125569511602,8.01789177329684,17.0288555442922,24.1092548236761,56.4906067036837
97.4350913848802,92.5437853992353,8.07414336476911,17.1157087913199,23.9529276777209,58.6625761642681
97.7914550637579,92.2065328850954,8.16533795769666,17.1777934188134,23.8302969954681,60.5091631013537
98.148620265739,92.1626718441538,8.27511239948113,17.1937359155447,23.7431844367011,61.9889146412657
98.5045303089484,92.3529554398341,8.38307515623847,17.1519308542995,23.6876731957622,63.0714033853695
98.8575295540411,92.7128296952032,8.47081625420617,17.0529886709316,23.6554381706963,63.7397453229644
99.2066016631688,93.1832664983506,8.52606131346762,16.9093903763662,23.6352032330102,63.9912374645454
99.5508697541085,93.7152580029024,8.54461040056669,16.7444735569792,23.6142275185208,63.8365225576811
99.8883721910395,94.2699758538377,8.53013273475854,16.5896217698297,23.579906385122,63.2982634622409
100.216095999155,94.8169751536348,8.4916707933373,16.4778374709962,23.5215875557073,62.4086778671134
100.531967006319,95.3317363250609,8.43938095867003,16.4348094713512,23.4317657413018,61.2050874900614
100.836306749812,95.7934627977063,8.38049397934533,16.4716847990241,23.3060962181052,59.7251702783853
101.131244407489,96.1836999571951,8.31759609185456,16.5819300476776,23.1431101808584,58.0035592818603
101.41937655206,96.4867160641031,8.24923572160809,16.742052084712,22.9443429703452,56.0699425462249
101.702863999829,96.6927052716464,8.17167046227337,16.9163649894983,22.7144719983789,53.9497474674817
101.983071339092,96.8015940892958,8.08109632772273,17.0648694796436,22.4610479919145,51.6672000039257
102.260704504302,96.8229120836703,7.97566290854741,17.1522139972253,22.1938949270686,49.2479352704457
102.536129513025,96.770595520822,7.85626084808151,17.1566112387014,21.9242866994782,46.7198031199164
102.809710197887,96.6570985639826,7.72621190991933,17.0758348647065,21.6638627389156,44.1126844203327
103.082745907513,96.4919405994376,7.59068904142497,16.9268685627859,21.4234400722836,41.4579661475588
103.35880143503,96.2841673932718,7.45563781864104,16.7399598489154,21.212144493186,38.7882249922279
103.644029574309,96.044166137191,7.3264448720294,16.5500364026163,21.0371798965725,36.1382335308509
103.946075581182,95.7827928990375,7.20746215970329,16.3876705239582,20.9041582088246,33.5467398521983
104.27260896087,95.5085828159771,7.10194705614308,16.2713991853495,20.8175365385928,31.056188076836
104.630437592197,95.2242976153331,7.01172784951435,16.2026518037821,20.780922663697,28.7094900373318
105.025238885589,94.9250787518824,6.937396423107,16.1645895543447,20.7974342419306,26.5461828965937
105.461471657742,94.5996662701815,6.87913208973475,16.1264395812358,20.8700716755758,24.5999916259563
105.942146686663,94.2337100467279,6.83729105713671,16.0522858593922,21.0019389647305,22.8975518077246
106.468165071691,93.8141564722177,6.81262740388412,15.9108180413904,21.1967071309719,21.4569371954412
107.037146056594,93.3342253262812,6.80627309422615,15.6836721268144,21.4596834420512,20.2856292042171
107.641992782618,92.798113793723,6.81944863162081,15.3709953779241,21.7988907336124,19.3790523514154
108.269448413479,92.2238635371946,6.85297215549619,14.9929549134287,22.2254572540532,18.7209471635758
108.899206905201,91.6421042311689,6.90680245155667,14.5867812863739,22.7535015381039,18.2860341358496
109.504576662342,91.0903694456115,6.97973981593447,14.2000991189852,23.3996612145582,18.0440790119373
110.054967978787,90.6063329496393,7.06870441604561,13.8828788753406,24.1822975010386,17.9636942714676
110.518653259677,90.2235739177352,7.16755242909354,13.6804848940699,25.1207670311033,18.0157860322455
110.863921965775,89.9698046616842,7.26654909996968,13.6279731362052,26.234070164733,18.1772450981792
111.058661439077,89.8649274597646,7.35305825439437,13.7445427282628,27.5387589858314,18.4327037299667
111.06972132164,89.9180081915712,7.41303381578781,14.0286627309723,29.0483817253147,18.7713844998834
110.863151279723,90.1249248362087,7.43270379650425,14.456206185179,30.7745326671453,19.179403242689
110.405868642348,90.4681468291769,7.4002991021038,14.9837145595884,32.7265486545066,19.6319583887846
109.669175397617,90.9183574258124,7.30793341123161,15.5567959266841,34.9089012495475,20.0908917542461
108.634282257355,91.4377669659996,7.1530343614322,16.1208786282205,37.3173798110075,20.5090056961284
107.299393504496,91.9856285985876,6.9386846305698,16.6301708458232,39.9347606355478,20.8386497108235
105.686524085015,92.5252483224913,6.67308415567989,17.0521433185668,42.7267182939694,21.0412656308426
103.845062509279,93.0299944511087,6.36840814750226,17.368325785576,45.6391803861394,21.0946591548817
101.850925431031,93.4861471927769,6.03928763656688,17.5737817980685,48.5998879650161,20.9962728786492
99.802302990753,93.8923380211175,5.70144555917317,17.6758241049795,51.5274764121819,20.7621450992057
97.811849584336,94.2559642865782,5.37023227797838,17.6917566953567,54.3440247087482,20.4217995071533
95.993977953639,94.5879013381799,5.05839948695015,17.6461138252815,56.9820176488425,20.010612547602
94.4480993312403,94.8980310548499,4.77414369913942,17.5670432267369,59.3847578778126,19.5625323833459
93.242598793947,95.1928614808166,4.52106935505368,17.4812438102682,61.5047107166868,19.1054974224797
92.4059233323095,95.4752293038593,4.29984735964432,17.408422959742,63.3013883471523,18.6598065239446
91.9267286098018,95.7456296195772,4.11041782587024,17.3574737612443,64.7405080812782,18.2384491070278
91.7597422271709,96.0038717455457,3.95415896454077,17.3263654988298,65.7966907236922,17.8483126806568
91.8366525406949,96.24995341389,3.83532404315317,17.3058802960988,66.4581608146385,17.4911295638322
92.0830525875859,96.4844860754818,3.76074130597442,17.2851417691619,66.7287909222829,17.1638940893307
92.4351262675537,96.7094696336066,3.73751045986994,17.2561883413109,66.6249109884048,16.8597946456856
92.847530298897,96.9288843356837,3.76968807241614,17.2158943546197,66.1700237043716,16.5700722792958
93.2921249901376,97.1481659934442,3.85543635321912,17.1655052630632,65.3913468395555,16.285904954277
93.7525486337257,97.3729069891733,3.98564960282167,17.1091949797843,64.3170308419756,15.9996212717772
94.2183392351322,97.6075118965313,4.144598795936,17.0522738438535,62.9725043326155,15.7052994883134
94.6801365711739,97.8542515730031,4.31229091362603,16.9989354058293,61.3780096131462,15.3991674656368
95.1270041767716,98.1131305216713,4.46725329360728,16.95042489893,59.5490798101959,15.0800749402245
95.5470636485211,98.3822523031161,4.58894547692572,16.9045053645312,57.49920178977,14.7497746599854
95.9303437151427,98.6581611015031,4.66010943488359,16.8558263417338,55.2431609789397,14.4126558087549
96.2706744061186,98.936705329412,4.66955986796562,16.7974392942883,52.7999350648478,14.0751281191076
96.5652783270053,99.2145509256267,4.61529637738512,16.7235656489536,50.1946751615897,13.7450370806718
96.8129162774117,99.4904276667076,4.50694341994767,16.6318972218858,47.4599589640013,13.4311416265157
97.0122637897041,99.7658694563386,4.3662244948332,16.5241961579769,44.6358736429603,13.1426994320285
97.1614245035164,100.045596248364,4.22416133523829,16.4053820991825,41.768130115843,12.8892663067062
97.257606399623,100.336967488342,4.11404787964557,16.2818516392451,38.9049427571847,12.6806057619364
97.2964005207888,100.648055895627,4.06161582927206,16.1599406243876,36.0945121898009,12.5264550093148
97.2717923741201,100.985318563317,4.07632067904601,16.044772678894,33.3839434352942,12.4358613651675
97.1778136560665,101.352337607944,4.14696205083495,15.939544903924,30.8187882577797,12.4164150988902
97.0111620605882,101.750006178359,4.24265712636264,15.8454846723647,28.4421997765458,12.4741158355582
96.7733709505423,102.177333854333,4.31888946063573,15.7622849628381,26.2933822949956,12.6133857166466
96.4714887774646,102.631673557028,4.32721079154679,15.6887943229573,24.4049857575285,12.8358145204045
96.116758021746,103.108330924066,4.22643080902492,15.623983940803,22.7986076328589,13.1377922596406
95.7226118439379,103.600027220277,3.99310111685795,15.5679498611052,21.4790337661755,13.5087665044262
95.3046478485668,104.095912210907,3.62872223235261,15.5217675354485,20.4311653283962,13.9308148020903
94.8821669809804,104.580652177976,3.16142499128576,15.4857921877487,19.6228862230261,14.3790389589851
94.4780597385618,105.034867798093,2.64141592542192,15.4585213978575,19.0123168791654,14.8229963376015
